isan,title,genre_id,release_year,poster,trailer,summary
0000-0000-EB93-0000-Q-0000-0000-X,"Star Wars, épisode IV, Un nouvel espoir",20,1977,0000-0000-EB93-0000-Q-0000-0000-X.jpg,https://www.youtube.com/watch?v=vZ734NWnAHA,"Il y a bien longtemps, dans une galaxie très lointaine... La guerre civile fait rage entre l'Empire galactique et l'Alliance rebelle. Capturée par les troupes de choc de l'Empereur menées par le sombre et impitoyable Dark Vador, la princesse Leia Organa dissimule les plans de l’Etoile Noire,  une station spatiale invulnérable, à son droïde R2-D2 avec pour mission de les remettre au Jedi Obi-Wan Kenobi. Accompagné de son fidèle compagnon, le droïde de protocole C-3PO, R2-D2 s'échoue sur la planète Tatooine et termine sa quête chez le jeune Luke Skywalker. Rêvant de devenir pilote mais confiné aux travaux de la ferme, ce dernier se lance à la recherche de ce mystérieux Obi-Wan Kenobi, devenu ermite au coeur des montagnes désertiques de Tatooin."
0000-0000-7018-0000-6-0000-0000-J,"Star Wars, épisode V, L’empire contre-attaque",20,1980,0000-0000-7018-0000-6-0000-0000-J.jpg,https://www.youtube.com/watch?v=JNwNXF9Y6kY,"Malgré la destruction de l’Etoile Noire, l'Empire maintient son emprise sur la galaxie, et poursuit sans relâche sa lutte contre l'Alliance rebelle. Basés sur la planète glacée de Hoth, les rebelles essuient un assaut des troupes impériales. Parvenus à s'échapper, la princesse Leia, Han Solo, Chewbacca et C-3P0 se dirigent vers Bespin, la cité des nuages gouvernée par Lando Calrissian, ancien compagnon de Han. Suivant les instructions d'Obi-Wan Kenobi, Luke Skywalker se rend quant à lui vers le système de Dagobah, planète marécageuse où il doit recevoir l'enseignement du dernier maître Jedi, Yoda. Apprenant l'arrestation de ses compagnons par les stormtroopers de Dark Vador après la trahison de Lando, Luke décide d'interrompre son entraînement pour porter secours à ses amis et affronter le sombre seigneur Sith."
0000-0000-6A4A-0000-L-0000-0000-B,"Star Wars, épisode VI, Le Retour du Jedi",20,1983,0000-0000-6A4A-0000-L-0000-0000-B.jpg,https://www.youtube.com/watch?v=5UfA_aKBGMc,"L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l’Etoile de la Mort, menace l'univers tout entier... Arrêté après la trahison de Lando Calrissian, Han Solo est remis à l'ignoble contrebandier Jabba Le Hutt par le chasseur de primes Boba Fett. Après l'échec d'une première tentative d'évasion menée par la princesse Leia, également arrêtée par Jabba, Luke Skywalker et Lando parviennent à libérer leurs amis. Han, Leia, Chewbacca, C-3PO et Luke, devenu un Jedi, s'envolent dès lors pour une mission d'extrême importance sur la lune forestière d'Endor, afin de détruire le générateur du bouclier de l’Etoile de la Mort et permettre une attaque des pilotes de l'Alliance rebelle. Conscient d'être un danger pour ses compagnons, Luke préfère se rendre aux mains de Dark Vador, son père et ancien Jedi passé du côté obscur de la Force."
0000-0000-B1EE-0000-I-0000-0000-K,"Star Wars, épisode I, La menace fantôme",20,1999,0000-0000-B1EE-0000-I-0000-0000-K.jpg,https://www.youtube.com/watch?v=bD7bpG-zDJQ,"Il y a bien longtemps, dans une galaxie très lointaine... La République connaît de nombreux tourments : la corruption fait vaciller ses bases, le Sénat s'embourbe dans des discussions politiques sans fin et de nombreux pouvoirs dissidents commencent à émerger, annonçant la chute d'un système autrefois paisible. Puissante et intouchable, la Fédération du Commerce impose par la force la taxation des routes commerciales. Refusant de céder, la pacifique planète Naboo, dirigée par la jeune Reine Amidala, subit un blocus militaire de la Fédération. Dépêchés par le Sénat pour régler cette affaire, les chevaliers Jedi Qui-Gon Jinn et Obi-Wan Kenobi découvrent qu'une véritable offensive de la Fédération est imminente. Libérant la Reine et ses proches, ils quittent la planète mais doivent se poser sur Tatooine pour réparer leur vaisseau."
0000-0000-3F2B-0000-N-0000-0000-5,"Star Wars, épisode II, L’Attaque des clones",20,2002,0000-0000-3F2B-0000-N-0000-0000-5.jpg,https://www.youtube.com/watch?v=gYbW1F_c9eM,"Depuis le blocus de la planète Naboo par la Fédération du commerce, la République, gouvernée par le Chancelier Palpatine, connaît une véritable crise. Un groupe de dissidents, mené par le sombre Jedi comte Dooku, manifeste son mécontentement envers le fonctionnement du régime. Le Sénat et la population intergalactique se montrent pour leur part inquiets face à l'émergence d'une telle menace.Certains sénateurs demandent à ce que la République soit dotée d'une solide armée pour empêcher que la situation ne se détériore davantage. Parallèlement, Padmé Amidala, devenue sénatrice, est menacée par les séparatistes et échappe de justesse à un attentat. Le Padawan Anakin Skywalker est chargé de sa protection. Son maître, Obi-Wan Kenobi, part enquêter sur cette tentative de meurtre et découvre la constitution d'une mystérieuse armée de clones."
0000-0002-CA8C-0000-R-0000-0000-U,"Star Wars, épisode III, La Revanche des Sith",20,2005,0000-0002-CA8C-0000-R-0000-0000-U.jpg,https://www.youtube.com/watch?v=5UnjrG_N8hU,"La Guerre des Clones fait rage. Une franche hostilité oppose désormais le Chancelier Palpatine au Conseil Jedi. Anakin Skywalker, jeune Chevalier Jedi pris entre deux feux, hésite sur la conduite à tenir. Séduit par la promesse d'un pouvoir sans précédent, tenté par le côté obscur de la Force, il prête allégeance au maléfique Darth Sidious et devient Dark Vador. Les Seigneurs Sith s'unissent alors pour préparer leur revanche, qui commence par l'extermination des Jedi. Seuls rescapés du massacre, Yoda et Obi-Wan se lancent à la poursuite des Sith. La traque se conclut par un spectaculaire combat au sabre entre Anakin et Obi-Wan, qui décidera du sort de la galaxie."
0000-0005-2B96-0000-Z-0000-0000-6 ,Julie en 12 chapitres,1,2021,0000-0005-2B96-0000-Z-0000-0000-6.jpg,https://www.youtube.com/watch?v=mwPR9UeRy4Q,"Julie, bientôt 30 ans, n’arrive pas à se fixer dans la vie. Alors qu’elle pense avoir trouvé une certaine stabilité auprès d’Aksel, 45 ans, auteur à succès, elle rencontre le jeune et séduisant Eivind."
0000-0001-07AD-0000-Y-0000-0000-9,Mon Voisin Totoro,24,1988,0000-0001-07AD-0000-Y-0000-0000-9.jpg,https://www.youtube.com/watch?v=92a7Hj0ijLs,"Mei, 4 ans, et Satsuki, 10 ans, s’installent à la campagne avec leur père pour se rapprocher de l’hôpital où séjourne leur mère. Elles découvrent la nature tout autour de la maison et, surtout, l’existence d’animaux étranges et merveilleux, les Totoros, avec qui elles deviennent très amies. Un jour, alors que Satsuki et Mei attendent le retour de leur mère, elles apprennent que sa sortie de l’hôpital a été repoussée. Mei décide alors d’aller lui rendre visite seule. Satsuki et les gens du village la recherchent en vain. Désespérée, Satsuki va finalement demander de l’aide à son voisin Totoro."
0000-0005-D5ED-0000-I-0000-0000-K,Nomadland,18,2021,0000-0005-D5ED-0000-I-0000-0000-K.jpg,https://www.youtube.com/watch?v=6sxCFZ8_d84,"Après l’effondrement économique de la cité ouvrière du Nevada où elle vivait, Fern décide de prendre la route à bord de son van aménagé et d’adopter une vie de nomade des temps modernes, en rupture avec les standards de la société actuelle. De vrais nomades incarnent les camarades et mentors de Fern et l’accompagnent dans sa découverte des vastes étendues de l’Ouest américain."
0000-0000-794A-0000-4-0000-0000-P,Thelma et Louise,18,1991,0000-0000-794A-0000-4-0000-0000-P.jpg,https://www.youtube.com/watch?v=2iBFmKlO4BY,"Deux amies, Thelma et Louise, frustrées par une existence monotone l'une avec son mari, l'autre avec son petit ami, décident de s'offrir un week-end sur les routes magnifiques de l'Arkansas. Premier arrêt, premier saloon, premiers ennuis et tout bascule. Un événement tragique va changer définitivement le cours de leurs vies."
